doctor_id,first_name,last_name,specialization,license_number,department,years_experience,phone,email,consultation_fee
DOC0427,Stephen,Rodriguez,Gynecologist,LIC-779792,Gastroenterology,31,555-2915,stephen.rodriguez64@hospitaldocs.com,267.94
DOC0428,Samuel,Hall,Pulmonologist,LIC-831396,Gastroenterology,2,555-3643,samuel.hall37@hospitaldocs.com,304.17
DOC0429,Jacob,Hall,Pulmonologist,LIC-343377,Endocrinology,15,555-6556,jacob.hall78@hospitaldocs.com,348.71
DOC0430,Carolyn,Reyes,Oncologist,LIC-407645,Urology,27,555-6902,carolyn.reyes61@hospitaldocs.com,329.91
DOC0431,Christopher,Richardson,Emergency Medicine Specialist,LIC-396177,Orthopedics,31,555-3115,christopher.richardson23@hospitaldocs.com,119.82
DOC0432,Nicole,Morales,Pediatrician,LIC-932026,Gastroenterology,32,555-5975,nicole.morales31@hospitaldocs.com,123.3
DOC0433,Michael,Williams,ENT Specialist,LIC-373477,ENT,11,555-3862,michael.williams65@hospitaldocs.com,61.19
DOC0434,William,Baker,Gastroenterologist,LIC-219505,ICU,15,555-2977,william.baker72@hospitaldocs.com,128.43
DOC0435,Kimberly,Baker,ENT Specialist,LIC-906747,Neurology,18,555-3476,kimberly.baker89@hospitaldocs.com,355.79
DOC0436,Nicole,Wilson,Neurologist,LIC-559094,Pulmonology,8,555-2734,nicole.wilson79@hospitaldocs.com,263.38
DOC0437,Susan,Bailey,Neurologist,LIC-631948,Pediatrics,11,555-2934,susan.bailey27@hospitaldocs.com,368.85
DOC0438,Christopher,Nguyen,Pulmonologist,LIC-898977,Endocrinology,32,555-2626,christopher.nguyen20@hospitaldocs.com,276.48
DOC0439,Kevin,Moore,Pediatrician,LIC-989816,Emergency,29,555-7811,kevin.moore99@hospitaldocs.com,319.16
DOC0440,Ashley,Stewart,Psychiatrist,LIC-400687,Endocrinology,11,555-2396,ashley.stewart35@hospitaldocs.com,180.35
DOC0441,Dennis,Turner,ENT Specialist,LIC-760016,General Surgery,10,555-9677,dennis.turner54@hospitaldocs.com,325.53
DOC0442,Sarah,Diaz,Gastroenterologist,LIC-529191,Pulmonology,34,555-6927,sarah.diaz4@hospitaldocs.com,204.9
DOC0443,Jerry,Johnson,Endocrinologist,LIC-172961,Orthopedics,22,555-6157,jerry.johnson52@hospitaldocs.com,393.68
DOC0444,Nancy,Parker,Neurologist,LIC-512369,Neurology,10,555-1947,nancy.parker81@hospitaldocs.com,393.02
DOC0445,Gregory,Gutierrez,Dermatologist,LIC-539673,Urology,20,555-6139,gregory.gutierrez45@hospitaldocs.com,52.77
DOC0446,Emily,Ortiz,Intensivist,LIC-253995,Urology,29,555-4360,emily.ortiz70@hospitaldocs.com,268.53
DOC0447,Helen,Cruz,ENT Specialist,LIC-951266,Urology,13,555-5940,helen.cruz11@hospitaldocs.com,62.94
DOC0448,Kevin,Roberts,Oncologist,LIC-645752,Ophthalmology,19,555-4501,kevin.roberts12@hospitaldocs.com,229.09
DOC0449,Michelle,Gutierrez,Psychiatrist,LIC-893820,Radiology,2,555-1456,michelle.gutierrez70@hospitaldocs.com,257.38
DOC0450,Donald,Hill,Gastroenterologist,LIC-629818,Pediatrics,4,555-7110,donald.hill34@hospitaldocs.com,269.45
DOC0451,Amanda,Thomas,Neurologist,LIC-893310,Pediatrics,29,555-5881,amanda.thomas74@hospitaldocs.com,307.9
DOC0452,Ryan,Baker,General Surgeon,LIC-944510,Anesthesiology,35,555-4831,ryan.baker45@hospitaldocs.com,154.72
DOC0453,Christine,Kelly,Oncologist,LIC-849051,Urology,34,555-5057,christine.kelly14@hospitaldocs.com,164.75
DOC0454,Justin,Harris,ENT Specialist,LIC-576378,Pediatrics,10,555-7974,justin.harris53@hospitaldocs.com,78.68
DOC0455,Linda,Diaz,Oncologist,LIC-599387,Emergency,29,555-2279,linda.diaz48@hospitaldocs.com,286.89
DOC0456,Stephanie,Ramos,Ophthalmologist,LIC-644153,Urology,17,555-9172,stephanie.ramos82@hospitaldocs.com,198.2
DOC0457,Jeffrey,Morales,Gastroenterologist,LIC-963829,Radiology,10,555-9286,jeffrey.morales17@hospitaldocs.com,219.67
DOC0458,Ryan,Taylor,Endocrinologist,LIC-654844,Pediatrics,14,555-8461,ryan.taylor61@hospitaldocs.com,61.41
DOC0459,Christopher,Bailey,ENT Specialist,LIC-224535,ICU,27,555-2807,christopher.bailey16@hospitaldocs.com,179.36
DOC0460,Donna,Garcia,Endocrinologist,LIC-260751,Pediatrics,24,555-5995,donna.garcia48@hospitaldocs.com,156.14
DOC0461,Gary,Brown,Oncologist,LIC-249044,Anesthesiology,27,555-1797,gary.brown40@hospitaldocs.com,361.17
DOC0462,Margaret,White,Nephrologist,LIC-102187,Pediatrics,23,555-2106,margaret.white6@hospitaldocs.com,196.15
DOC0463,Pamela,Flores,Anesthesiologist,LIC-574348,Psychiatry,25,555-8786,pamela.flores93@hospitaldocs.com,341.79
DOC0464,Thomas,Moore,Endocrinologist,LIC-767376,Pulmonology,29,555-8357,thomas.moore20@hospitaldocs.com,353.22
DOC0465,Dorothy,Lopez,Intensivist,LIC-796781,ICU,27,555-7344,dorothy.lopez30@hospitaldocs.com,365.09
DOC0466,Carol,Cooper,Neurologist,LIC-803011,Pulmonology,18,555-2450,carol.cooper22@hospitaldocs.com,297.52
DOC0467,Pamela,Flores,Ophthalmologist,LIC-776498,Pediatrics,6,555-4152,pamela.flores80@hospitaldocs.com,239.64
DOC0468,Dennis,Miller,Anesthesiologist,LIC-647098,Emergency,31,555-9235,dennis.miller3@hospitaldocs.com,92.1
DOC0469,Jonathan,White,Cardiologist,LIC-388319,Emergency,16,555-8278,jonathan.white11@hospitaldocs.com,332.42
DOC0470,Nicole,Adams,Urologist,LIC-717499,Neurology,32,555-1381,nicole.adams44@hospitaldocs.com,202.96
DOC0471,Rebecca,Brown,Endocrinologist,LIC-432799,Urology,17,555-2491,rebecca.brown15@hospitaldocs.com,392.93
DOC0472,Anna,Perez,Dermatologist,LIC-251030,Radiology,17,555-2468,anna.perez20@hospitaldocs.com,157.38
DOC0473,Timothy,Perez,Neurologist,LIC-744324,Psychiatry,12,555-1445,timothy.perez92@hospitaldocs.com,70.48
DOC0474,Deborah,Gonzalez,Psychiatrist,LIC-249380,Gastroenterology,21,555-5225,deborah.gonzalez49@hospitaldocs.com,379.55
DOC0475,Jessica,Miller,Emergency Medicine Specialist,LIC-351262,ICU,16,555-9076,jessica.miller66@hospitaldocs.com,313.34
DOC0476,Deborah,Anderson,Gynecologist,LIC-163577,Psychiatry,30,555-7669,deborah.anderson9@hospitaldocs.com,219.46
DOC0477,Timothy,Robinson,Cardiologist,LIC-382234,Ophthalmology,7,555-5035,timothy.robinson98@hospitaldocs.com,244.15
DOC0478,Thomas,Hill,Anesthesiologist,LIC-526504,Pulmonology,6,555-9199,thomas.hill27@hospitaldocs.com,324.01
DOC0479,Charles,Mitchell,Ophthalmologist,LIC-276358,General Surgery,35,555-7942,charles.mitchell72@hospitaldocs.com,208.11
DOC0480,James,Reyes,Intensivist,LIC-403300,Radiology,1,555-1985,james.reyes62@hospitaldocs.com,145.66
DOC0481,Steven,Carter,ENT Specialist,LIC-983360,Emergency,33,555-5609,steven.carter6@hospitaldocs.com,106.5
DOC0482,Jonathan,Reed,Orthopedic Surgeon,LIC-415242,Orthopedics,26,555-3014,jonathan.reed18@hospitaldocs.com,303.78
DOC0483,Emily,Parker,Emergency Medicine Specialist,LIC-740098,Endocrinology,21,555-6613,emily.parker82@hospitaldocs.com,141.48
DOC0484,Dennis,Edwards,Gynecologist,LIC-357874,Psychiatry,22,555-4450,dennis.edwards59@hospitaldocs.com,385.65
DOC0485,Kevin,Williams,Oncologist,LIC-777844,Cardiology,31,555-1070,kevin.williams2@hospitaldocs.com,285.45
DOC0486,Timothy,Bailey,Nephrologist,LIC-899502,Urology,35,555-2329,timothy.bailey84@hospitaldocs.com,277.94
DOC0487,Jonathan,Brown,Pulmonologist,LIC-804900,Pediatrics,23,555-7166,jonathan.brown77@hospitaldocs.com,175.29
DOC0488,Daniel,Johnson,Pediatrician,LIC-585168,ENT,13,555-8283,daniel.johnson2@hospitaldocs.com,127.53
DOC0489,John,Scott,ENT Specialist,LIC-300814,Orthopedics,20,555-4623,john.scott30@hospitaldocs.com,393.04
DOC0490,George,Jones,Gynecologist,LIC-616777,ICU,14,555-1116,george.jones26@hospitaldocs.com,394.49
DOC0491,Samantha,Gomez,Pediatrician,LIC-390819,Anesthesiology,33,555-9093,samantha.gomez22@hospitaldocs.com,243.12
DOC0492,Gregory,Reed,Intensivist,LIC-692592,Radiology,5,555-3101,gregory.reed96@hospitaldocs.com,72.77
DOC0493,Kimberly,Reed,General Surgeon,LIC-648489,Gynecology,13,555-1378,kimberly.reed89@hospitaldocs.com,287.21
DOC0494,Brandon,Allen,Ophthalmologist,LIC-575976,Cardiology,28,555-1849,brandon.allen42@hospitaldocs.com,201.39
DOC0495,Timothy,Scott,Pediatrician,LIC-813213,Endocrinology,30,555-9119,timothy.scott47@hospitaldocs.com,231.04
DOC0496,Jennifer,Lewis,Neurologist,LIC-391433,Gastroenterology,35,555-8354,jennifer.lewis41@hospitaldocs.com,51.81
DOC0497,Matthew,Nelson,Orthopedic Surgeon,LIC-699596,Cardiology,15,555-7943,matthew.nelson10@hospitaldocs.com,370.95
DOC0498,Betty,Perez,Psychiatrist,LIC-425903,Orthopedics,7,555-1456,betty.perez62@hospitaldocs.com,201.18
DOC0499,Patricia,Ramos,Psychiatrist,LIC-981336,Gynecology,16,555-2766,patricia.ramos61@hospitaldocs.com,133.43
DOC0500,Carol,Miller,Psychiatrist,LIC-644918,General Surgery,5,555-8184,carol.miller98@hospitaldocs.com,83.48
DOC0501,Laura,Howard,Pediatrician,LIC-189689,Neurology,3,555-7183,laura.howard41@hospitaldocs.com,361.53
DOC0502,Frank,Rodriguez,Oncologist,LIC-165014,Pulmonology,4,555-5939,frank.rodriguez79@hospitaldocs.com,269.16
DOC0503,William,Wilson,Neurologist,LIC-686424,Neurology,19,555-7249,william.wilson52@hospitaldocs.com,83.54
DOC0504,Dennis,Evans,General Surgeon,LIC-728700,ICU,1,555-8428,dennis.evans50@hospitaldocs.com,212.47
DOC0505,Jason,Richardson,Intensivist,LIC-206197,Psychiatry,2,555-8439,jason.richardson67@hospitaldocs.com,164.87
DOC0506,Matthew,Wilson,Pediatrician,LIC-112885,ICU,5,555-4172,matthew.wilson74@hospitaldocs.com,94.09
DOC0507,Angela,Allen,ENT Specialist,LIC-541457,Nephrology,29,555-4046,angela.allen32@hospitaldocs.com,98.19
DOC0508,Jennifer,Davis,Oncologist,LIC-426806,Anesthesiology,28,555-9407,jennifer.davis84@hospitaldocs.com,314.03
DOC0509,Michelle,Howard,Ophthalmologist,LIC-913166,Oncology,10,555-8692,michelle.howard40@hospitaldocs.com,261.17
DOC0510,Donna,Mitchell,Cardiologist,LIC-642827,Anesthesiology,10,555-1939,donna.mitchell31@hospitaldocs.com,227.49
DOC0511,Brenda,Miller,Gastroenterologist,LIC-460517,Emergency,13,555-4297,brenda.miller9@hospitaldocs.com,169.54
DOC0512,Christine,Stewart,Pulmonologist,LIC-728896,Psychiatry,22,555-5909,christine.stewart54@hospitaldocs.com,165.02
DOC0513,Susan,Collins,Neurologist,LIC-620021,General Surgery,1,555-4654,susan.collins89@hospitaldocs.com,130.6
DOC0514,Helen,Ramirez,General Surgeon,LIC-604098,Psychiatry,25,555-4363,helen.ramirez52@hospitaldocs.com,114.49
DOC0515,James,Campbell,Cardiologist,LIC-177312,ENT,2,555-2887,james.campbell19@hospitaldocs.com,151.7
DOC0516,Matthew,Howard,ENT Specialist,LIC-146037,Cardiology,13,555-4241,matthew.howard37@hospitaldocs.com,110.95
DOC0517,Kimberly,Thompson,Psychiatrist,LIC-988704,Ophthalmology,16,555-3925,kimberly.thompson26@hospitaldocs.com,57.52
DOC0518,Kimberly,Gonzalez,Cardiologist,LIC-971834,Oncology,25,555-2818,kimberly.gonzalez44@hospitaldocs.com,377.64
DOC0519,Michelle,Collins,General Surgeon,LIC-487596,ENT,11,555-9633,michelle.collins80@hospitaldocs.com,358.58
DOC0520,Carolyn,Rodriguez,Pediatrician,LIC-251448,Oncology,13,555-4140,carolyn.rodriguez69@hospitaldocs.com,182.37
